 Device Time, Longitude, Latitude,GPS Altitude(m), Bearing,GPS Speed (Meters/second),Speed (GPS)(km/h), Horizontal Dilution of Precision, G(x), G(y), G(z), G(calibrated),Engine Coolant Temperature(C),Engine RPM(rpm),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Trip Time(Since journey start)(s),Trip Distance(km),Fuel Remaining (Calculated from vehicle profile)(%),Distance to empty (Estimated)(km),Fuel used (trip)(l),Trip average Litres/100 KM(l/100km),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km)
01-may-2015 11:55:28.711,19.10730166,44.37646387,226,0,0,0,18,0.49,8.2,5.66,0.04,78,903,0,-,-,0,-,79.99,-,-,-,-,15.48
01-may-2015 11:55:29.697,19.10729322,44.37646509,226,0,0,0,18,8.99,0.99,3.48,0.01,78,903,0,0,-,0,-,79.99,-,-,-,-,15.48
01-may-2015 11:55:30.703,19.10731058,44.37648044,226,0,0,0,10,8.61,0.44,1.68,-0.09,78,903,0,0,-,0,-,79.99,-,-,-,-,15.48
01-may-2015 11:55:31.700,19.10730933,44.37650372,225,0,0,0,9,8.61,0.44,1.68,-0.09,78,903,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:32.694,19.1072822,44.37649377,226,0,0,0,8,8.61,0.44,1.68,-0.09,78,903,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:33.694,19.10726817,44.3764878,227,0,0,0,7,8.61,0.44,1.68,-0.09,78,903,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:34.708,19.10726646,44.37649064,227,0,0,0,7,9.48,0.09,0.8,-0.01,78,903,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:35.701,19.10726348,44.37649899,226,0,0,0,7,9.67,0.25,1.05,0.01,78,903,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:36.708,19.10726624,44.37651475,225,0,0,0,6,9.67,-0.29,0.45,0.01,78,903,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:37.695,19.10726868,44.3765176,224,0,0,0,6,9.58,0.43,0.85,0,78,904,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:38.691,19.10728002,44.37652212,224,0,0,0,6,9.51,0.13,-0.21,-0.01,78,904,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:39.695,19.10727862,44.37652206,224,0,0,0,6,9.86,-0.48,0.87,0.02,78,904,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:40.710,19.10727826,44.37652265,224,0,0,0,6,8.94,1.71,-0.4,-0.05,78,904,0,0,-,0,-,79.99,-,-,-,-,18.59
01-may-2015 11:55:41.726,19.10727878,44.37652392,224,0,0,0,6,9.68,0.38,-0.67,0.01,78,903,0,0,-,0,-,79.99,193.68,0,-,-,18.59
01-may-2015 11:55:42.697,19.10727845,44.37652419,224,0,0,0,6,9.33,0.34,-1.08,-0.02,78,903,0,0,-,0,-,79.99,193.68,0,-,-,18.59
01-may-2015 11:55:43.696,19.10727802,44.37652458,224,0,0,0,7,8.42,0.35,-1.3,-0.11,78,903,0,0,-,0,-,79.99,193.68,0,-,-,18.59
01-may-2015 11:55:44.699,19.10727719,44.37652444,224,0,0,0,6,8.84,-0.05,3.89,0,78,903,0,0,-,0,-,79.99,193.68,0,-,-,18.59
01-may-2015 11:55:45.697,19.10727757,44.37652461,224,0,0,0,7,9.03,0.32,3.42,0,78,902,0,0,-,0,-,79.99,193.67,0,-,-,18.59
01-may-2015 11:55:46.691,19.10727732,44.37652492,224,0,0,0,7,9.23,0.62,2.62,0,78,903,0,0,-,0,-,79.99,193.66,0.01,-,-,18.59
01-may-2015 11:55:47.698,19.10727736,44.37652507,224,0,0,0,6,9.35,0.41,2.67,0.01,78,903,0,0,-,0,-,79.99,193.66,0.01,-,-,18.59
01-may-2015 11:55:49.329,19.10727779,44.37652507,224,0,0,0,6,-1.6,7.72,6.41,0.05,78,903,0,0,-,0,-,79.98,193.65,0.01,-,-,18.59
01-may-2015 11:55:50.312,19.10727787,44.37652501,224,0,0,0,7,-0.21,6.97,7.38,0.05,78,902,0,0,-,0,-,79.98,193.65,0.01,-,-,18.59
01-may-2015 11:55:51.313,19.10727791,44.37652497,224,0,0,0,6,1.54,-1.43,9.78,0.04,78,904,0,0,-,0,-,79.98,193.65,0.01,-,-,18.59
01-may-2015 11:55:52.380,19.10727798,44.37652492,224,0,0,0,6,0.54,-1.36,9.5,0,78,904,0,0,-,0,-,79.98,193.64,0.01,-,-,18.59
01-may-2015 11:55:53.379,19.10727808,44.37652504,224,0,0,0,6,0.53,-1.43,9.55,0.01,78,902,0,0,-,0,-,79.98,193.64,0.01,-,-,18.59
01-may-2015 11:55:54.317,19.10727838,44.37652499,224,0,0,0,5,0.54,-0.94,9.51,-0.01,78,902,0,0,-,0,-,79.98,193.63,0.01,-,-,18.59
01-may-2015 11:55:55.353,19.10727822,44.37652504,224,0,0,0,5,0.4,-0.44,9.61,0,78,902,0,0,-,0,-,79.97,193.63,0.01,-,-,18.59
01-may-2015 11:55:56.313,19.10727665,44.37652734,224,346.4,0.5,1.8,5,0.37,-0.16,9.56,-0.01,78,887,1,0.08,1,0,-,79.97,193.63,0.01,121.05,121.05,18.59
01-may-2015 11:55:57.318,19.10727324,44.37654162,223,332.7,1.25,4.5,5,0.62,-0.87,9.57,0,78,889,6,0.5,3.5,1,0,79.97,193.63,0.01,121.05,121.05,18.59
01-may-2015 11:55:58.341,19.10726745,44.37655988,223,335.3,2.25,8.1,5,1.04,-1.61,9.33,-0.01,78,931,8,1,5,2,0,79.97,193.62,0.01,20.25,11.05,18.59
01-may-2015 11:55:59.313,19.10725245,44.37658377,224,334.4,2.75,9.9,4,1.52,-1.74,9.22,-0.01,78,897,8,1.44,5.75,3,0.01,79.97,193.62,0.01,10.23,5.14,18.58
01-may-2015 11:56:00.382,19.10725077,44.37659667,221,337.5,2.5,9,5,1.53,-1.13,9.27,0,78,897,8,1.44,5.75,3,0.01,79.97,193.62,0.01,10.23,5.14,18.58
01-may-2015 11:56:01.340,19.10724962,44.37661325,219,344.5,2,7.2,5,1.65,-1.33,9.49,0.01,78,897,8,1.44,5.75,4,0.01,79.97,193.62,0.01,10.23,5.14,18.58
01-may-2015 11:56:02.356,19.10724551,44.3766276,218,345.8,2.25,8.1,5,1.36,-1.66,9.47,0,78,897,8,1.44,5.75,5,0.01,79.97,193.62,0.01,10.23,5.14,18.58
01-may-2015 11:56:03.349,19.1072406,44.37666544,219,351.6,2.75,9.9,5,0.4,-1.96,9.25,-0.02,78,897,8,1.44,5.75,7,0.01,79.97,193.62,0.01,10.23,5.14,18.58
01-may-2015 11:56:04.375,19.10722609,44.37669702,219,344,3.25,11.7,5,0.8,-2.46,10.07,0.08,78,897,8,1.44,5.75,7,0.01,79.97,193.62,0.01,10.23,5.14,18.58
01-may-2015 11:56:05.377,19.1072202,44.37671808,221,340.5,3.25,11.7,6,0.79,-1.97,9.23,-0.02,78,897,8,1.44,5.75,8,0.01,79.97,193.62,0.01,10.23,5.14,18.58
01-may-2015 11:56:06.379,19.10719871,44.37674658,221,335.5,3.5,12.6,6,0.3,-2.42,9.07,-0.02,78,897,8,1.44,5.75,9,0.01,79.97,193.62,0.01,10.23,5.14,18.58
01-may-2015 11:56:07.365,19.10716677,44.37677343,219,324.2,3.75,13.5,6,1.04,-2.53,9.2,0,78,897,17,2.35,8,11,0.01,79.97,193.62,0.01,10.23,5.14,18.58
01-may-2015 11:56:08.339,19.10713795,44.37680927,217,328.2,4,14.4,6,0.63,-2.91,10.46,0.01,78,925,16,3.11,9.33,12,0.01,79.97,193.62,0.01,11.35,0,18.58
01-may-2015 11:56:09.328,19.10709796,44.37687015,216,327.7,5,18,7,0.74,-2.25,8.63,-0.04,78,889,14,3.68,10,13,0.01,79.97,193.62,0.01,12.14,0,18.58
01-may-2015 11:56:10.334,19.10706574,44.37691561,213,324.2,5,18,7,1.08,-2.14,8.39,0.05,78,861,13,4.15,10.38,14,0.02,79.97,193.65,0.01,9.88,5.11,18.58
01-may-2015 11:56:11.328,19.10702739,44.37694531,211,319.3,4.75,17.1,8,1.57,-2.57,9.24,0.01,78,911,13,4.15,10.38,15,0.02,79.97,193.67,0.01,8.46,4.55,18.58
01-may-2015 11:56:12.335,19.10699157,44.37694202,209,316,4.25,15.3,6,0.56,-2.45,9.6,0.03,78,890,14,5.05,11.1,16,0.03,79.97,193.7,0.01,7.38,3.89,18.57
01-may-2015 11:56:13.330,19.10695865,44.37697092,209,316.3,4,14.4,5,0.48,-3.15,9.13,0,78,912,14,5.05,11.1,17,0.03,79.97,193.74,0.01,7.3,6.73,18.57
01-may-2015 11:56:14.332,19.10691914,44.37698902,207,311.8,4,14.4,5,0.24,-2.79,9.45,0.02,78,908,12,5.35,11.18,18,0.03,79.97,193.75,0.01,6.99,5.07,18.57
01-may-2015 11:56:15.315,19.10688314,44.37700532,207,305.8,3.25,11.7,5,0.44,-3.28,9.45,0.04,78,903,10,5.54,11.08,19,0.03,79.97,193.78,0.02,6.77,5.16,18.57
01-may-2015 11:56:16.368,19.10686673,44.37702888,204,308.4,3,10.8,5,0.47,-3.19,9.26,0.02,78,903,8,5.64,10.85,20,0.04,79.97,193.8,0.02,6.78,6.9,18.57
01-may-2015 11:56:17.328,19.10684652,44.37704144,204,311.8,2.5,9,6,0.4,-3.21,9.05,0.01,78,899,6,5.65,10.5,21,0.04,79.96,193.82,0.02,6.94,9.68,18.56
01-may-2015 11:56:18.308,19.1068245,44.37705011,205,310.3,2,7.2,6,0.66,-3.15,9.25,0.01,78,900,0,5.44,10.5,22,0.04,79.96,193.82,0.02,6.97,-,18.57
01-may-2015 11:56:19.315,19.1068108,44.37705678,204,313.5,1.5,5.4,6,0.64,-2.78,9.05,-0.01,79,904,0,5.25,10.5,23,0.04,79.96,193.82,0.02,6.97,-,18.57
01-may-2015 11:56:20.400,19.10680473,44.37707147,204,331.5,1.25,4.5,7,0.62,-2.63,9.22,0,79,901,0,5.07,10.5,24,0.04,79.96,193.82,0.02,7.01,-,18.57
01-may-2015 11:56:21.338,19.10680691,44.37708297,203,347.8,1.25,4.5,7,0.6,-2.51,9.21,-0.01,79,902,0,4.9,10.5,25,0.04,79.96,193.82,0.02,7.01,-,18.57
01-may-2015 11:56:22.333,19.10680951,44.3770879,204,355.1,1,3.6,7,0.67,-2.87,9.22,0.01,79,902,0,4.74,10.5,26,0.04,79.96,193.82,0.02,7.03,-,18.57
01-may-2015 11:56:24.342,19.10681276,44.37706314,201,0,0,0,7,0.52,-1.94,9.3,-0.01,79,899,0,4.45,10.5,28,0.04,79.96,193.81,0.02,7.07,-,18.57
01-may-2015 11:56:25.352,19.10681754,44.37704763,201,0,0,0,8,0.55,-2.61,9.24,0,79,903,0,4.45,10.5,29,0.04,79.96,193.81,0.02,7.08,-,18.57
01-may-2015 11:56:26.346,19.10681977,44.37704193,202,0,0,0,8,0.43,-1.88,9.28,-0.01,79,902,0,4.2,10.5,30,0.04,79.96,193.81,0.02,7.1,-,18.57
01-may-2015 11:56:27.323,19.10682141,44.37703461,202,0,0,0,10,0.33,-2.26,9.15,0,79,901,2,4.14,9.93,31,0.04,79.96,193.8,0.02,7.12,-,18.57
01-may-2015 11:56:28.350,19.10681827,44.3770237,202,0,0,0,8,-0.44,-1.15,9.75,0.02,79,896,2,4.14,9.93,32,0.04,79.96,193.8,0.02,7.35,27.47,18.57
01-may-2015 11:56:29.330,19.10682034,44.37701639,202,0,0,0,7,-0.33,-1.34,9.96,0.04,79,933,5,4.16,9.62,33,0.04,79.96,193.8,0.02,7.55,19.88,18.57
01-may-2015 11:56:30.328,19.10681146,44.37701434,202,273.2,0.75,2.7,8,-1.71,0.69,9.63,0.02,79,1281,7,4.24,9.47,34,0.04,79.95,193.79,0.02,7.8,36.05,18.57
01-may-2015 11:56:31.345,19.10678661,44.37700727,205,251.2,1.5,5.4,7,-1.61,-0.32,9.57,0,79,1281,10,4.38,9.5,35,0.04,79.95,193.79,0.02,7.96,0,18.57
01-may-2015 11:56:32.319,19.10676247,44.37699595,203,243.3,1.75,6.3,7,-0.08,0.76,9.73,0.01,79,915,14,4.62,9.74,36,0.05,79.95,193.78,0.02,8.2,37.78,18.57
01-may-2015 11:56:33.347,19.10673553,44.37697684,201,232.3,2.5,9,7,0.23,1.2,9.58,0,79,1198,18,4.95,10.15,37,0.05,79.95,193.78,0.02,8.2,37.78,18.57
01-may-2015 11:56:34.341,19.10670225,44.37693358,203,215.2,4.25,15.3,7,0.29,-0.07,9.29,-0.03,79,1566,25,5.43,10.86,38,0.06,79.94,193.74,0.03,8.46,55.48,18.57
01-may-2015 11:56:35.338,19.10666962,44.37687451,205,206.5,5.5,19.8,7,0.71,0.45,9.49,-0.01,79,1088,27,5.93,11.59,39,0.07,79.94,193.73,0.03,8.21,4.49,18.56
01-may-2015 11:56:36.343,19.1066439,44.37674134,206,196.6,7.25,26.1,7,0.75,0.61,9.46,-0.01,79,1239,30,6.48,12.39,40,0.08,79.93,193.75,0.03,8.39,23.63,18.56
01-may-2015 11:56:37.312,19.1065888,44.37666733,209,198.9,9.25,33.3,6,0.73,0.66,9.63,0.01,79,1459,36,7.13,13.38,41,0.09,79.92,193.73,0.04,8.58,26.04,18.56
01-may-2015 11:56:38.327,19.10655312,44.37657692,211,199.1,10.25,36.9,7,0.94,-1.1,10.38,0.09,79,1544,40,7.85,14.44,42,0.1,79.91,193.7,0.04,8.77,27.85,18.57
01-may-2015 11:56:39.327,19.10649816,44.37647088,212,198.8,11.25,40.5,7,0.42,-0.35,9.81,0.02,79,1140,40,7.85,14.44,43,0.1,79.91,193.7,0.04,8.9,0,18.56
01-may-2015 11:56:40.318,19.10646005,44.37635922,212,197.2,12,43.2,12,0.26,-0.49,9.68,0.01,79,1184,41,8.55,15.46,44,0.11,79.91,193.7,0.04,8.58,3.97,18.56
01-may-2015 11:56:41.325,19.10640725,44.37626666,211,195.2,12.25,44.1,11,0.29,-0.62,9.54,-0.01,79,1201,43,9.27,16.48,45,0.12,79.91,193.73,0.04,8.13,2.91,18.56
01-may-2015 11:56:42.338,19.10637489,44.37615924,211,192.3,12.5,45,12,0.69,-0.64,9.82,0.02,79,1201,44,9.98,17.46,46,0.13,79.91,193.78,0.04,8.25,2.7,18.56
01-may-2015 11:56:43.361,19.10635016,44.37604672,212,189.7,12.5,45,12,0.57,-1.15,9.44,-0.01,79,1221,44,10.66,18.38,47,0.15,79.91,193.78,0.04,8.37,0,18.56
01-may-2015 11:56:44.384,19.10632296,44.37593679,212,189.4,12.5,45,12,0.64,-1.04,8.83,-0.07,79,1186,43,11.29,19.2,48,0.16,79.91,193.78,0.04,8.48,0,18.56
01-may-2015 11:56:45.329,19.10628511,44.37580771,212,189.1,12.5,45,11,0.64,-1.18,9.74,0.02,79,1155,42,11.88,19.94,49,0.17,79.91,193.78,0.04,8.48,0,18.56
01-may-2015 11:56:46.367,19.10624562,44.37568956,212,188.1,12,43.2,11,0.66,-1.14,9.56,0,79,1104,40,12.42,20.56,50,0.19,79.91,193.78,0.04,8.69,0,18.56
01-may-2015 11:56:47.337,19.1062249,44.37558359,211,188.2,11.75,42.3,11,0.87,-1.12,9.53,0,79,1058,39,12.91,21.12,51,0.2,79.91,193.78,0.04,8.69,0,18.56
01-may-2015 11:56:48.343,19.10619677,44.37547541,211,188.7,11.75,42.3,12,0.88,-0.87,9.32,-0.02,79,1018,37,13.35,21.59,52,0.21,79.91,193.78,0.04,8.8,0,18.56
01-may-2015 11:56:49.365,19.10617927,44.37537144,212,188.3,11,39.6,11,0.72,-0.44,9.52,-0.01,79,997,36,13.75,22,53,0.22,79.91,193.79,0.04,8.9,1.43,18.56
01-may-2015 11:56:50.338,19.10616664,44.37529006,210,187.3,10.5,37.8,11,0.66,-0.48,9.73,0.01,79,1023,36,13.75,22,54,0.23,79.9,193.78,0.04,8.84,6.8,18.55
01-may-2015 11:56:51.365,19.1061527,44.37518705,211,187.9,10.75,38.7,11,0.63,-0.52,9.61,0,79,1046,37,14.16,22.42,55,0.23,79.9,193.79,0.04,8.65,4.56,18.55
01-may-2015 11:56:52.308,19.10613039,44.37507802,213,186.9,11.25,40.5,11,0.73,-0.65,9.46,-0.01,79,1053,38,14.57,22.84,56,0.25,79.9,193.82,0.04,8.55,5.72,18.55
01-may-2015 11:56:53.331,19.10612425,44.3749778,212,187,11.5,41.4,11,0.67,-0.9,9.43,-0.01,79,1053,38,14.97,23.24,57,0.26,79.9,193.84,0.05,8.65,1.99,18.55
01-may-2015 11:56:54.336,19.10611332,44.3748757,211,186.6,11.25,40.5,12,0.87,-1,9.56,0,79,1012,38,15.35,23.62,58,0.27,79.9,193.84,0.05,8.65,1.99,18.55
01-may-2015 11:56:55.332,19.10610769,44.37477302,212,185.4,11.25,40.5,12,0.68,-1.48,9.57,0.01,80,1002,38,15.35,23.62,59,0.27,79.9,193.84,0.05,8.74,1.48,18.55
01-may-2015 11:56:56.341,19.10607966,44.37468077,211,187.1,10.75,38.7,11,0.62,-2.1,9.31,-0.01,80,885,36,15.69,23.92,60,0.29,79.9,193.84,0.05,8.83,2.19,18.55
01-may-2015 11:56:57.338,19.10606277,44.37460149,211,186.9,10,36,11,0.35,-0.36,9.4,-0.02,80,885,33,15.97,24.15,61,0.3,79.9,193.83,0.05,8.91,2.01,18.55
01-may-2015 11:56:58.358,19.10603353,44.37452089,212,186.5,9,32.4,11,0.54,-0.31,9.6,0,80,889,31,16.21,24.31,62,0.31,79.89,193.83,0.05,8.9,8.41,18.55
01-may-2015 11:56:59.336,19.10602065,44.37443544,210,185.9,9.25,33.3,10,0.44,-0.29,9.62,0,80,890,32,16.45,24.49,63,0.32,79.89,193.84,0.05,8.93,10.35,18.55
01-may-2015 11:57:00.399,19.10601016,44.37435989,209,186.4,9.25,33.3,12,0.63,-0.32,9.3,-0.03,80,930,33,16.71,24.68,64,0.33,79.89,193.84,0.05,8.92,10.35,18.55
01-may-2015 11:57:01.351,19.10599599,44.37425955,208,185.1,10,36,11,0.49,-0.57,10.08,0.05,80,949,34,16.97,24.89,65,0.34,79.89,193.84,0.05,8.92,8.55,18.55
01-may-2015 11:57:02.355,19.10599089,44.37416268,206,185,10.25,36.9,11,0.5,-0.48,9.58,0,80,967,35,17.24,25.11,66,0.35,79.89,193.84,0.05,8.84,5.96,18.54
01-may-2015 11:57:03.305,19.10595427,44.37406963,207,185.6,10.5,37.8,10,0.44,-0.42,9.69,0.01,80,994,36,17.51,25.34,67,0.36,79.88,193.86,0.05,8.66,4.24,18.54
01-may-2015 11:57:04.304,19.10593144,44.37397473,206,184.8,10.75,38.7,10,0.75,-0.26,9.25,-0.04,80,1029,37,17.8,25.58,68,0.37,79.88,193.89,0.05,8.67,9.15,18.54
01-may-2015 11:57:05.323,19.10593365,44.37387613,205,183.8,11,39.6,9,0.76,-0.31,9.68,0.01,80,1048,38,18.09,25.84,69,0.38,79.88,193.89,0.05,8.66,7.86,18.54
01-may-2015 11:57:06.351,19.10592635,44.37377703,204,184,11.25,40.5,10,0.74,-0.21,9.41,-0.02,80,1072,39,18.38,26.1,70,0.39,79.88,193.9,0.06,8.67,9.7,18.54
01-may-2015 11:57:07.353,19.10591267,44.37366893,205,185.3,11.5,41.4,9,0.35,-0.33,9.69,0.01,80,1072,39,18.38,26.1,70,0.39,79.88,193.9,0.06,8.67,9.7,18.54
01-may-2015 11:57:08.382,19.10589276,44.37356254,206,185.1,11.75,42.3,9,0.33,-0.34,9.55,-0.01,80,1072,39,18.38,26.1,71,0.39,79.88,193.9,0.06,8.67,9.7,18.54
01-may-2015 11:57:09.359,19.10587781,44.3734674,207,183.7,12,43.2,4,0.33,-0.38,9.32,-0.03,80,1072,39,18.38,26.1,72,0.39,79.88,193.9,0.06,8.67,9.7,18.54
01-may-2015 11:57:10.368,19.10586849,44.37335791,208,181.9,12,43.2,4,0.66,-0.44,9.62,0,80,1072,39,18.38,26.1,74,0.39,79.86,193.88,0.06,8.7,7.7,18.54
01-may-2015 11:57:11.366,19.10587053,44.37325006,210,180.5,12.25,44.1,4,0.59,-0.5,9.9,0.03,80,1072,39,18.38,26.1,74,0.39,79.86,193.88,0.06,8.7,7.7,18.54
01-may-2015 11:57:12.365,19.10587274,44.37313626,210,179.5,12.25,44.1,4,0.59,-0.5,9.64,0.01,80,1072,39,18.38,26.1,75,0.39,79.86,193.88,0.06,8.7,7.7,18.54
01-may-2015 11:57:13.359,19.10586558,44.37302934,210,179.2,12.25,44.1,4,0.75,-0.51,9.67,0.01,80,1072,39,18.38,26.1,76,0.39,79.86,193.88,0.06,8.7,7.7,18.54
01-may-2015 11:57:14.341,19.10586741,44.37292861,210,178.1,12,43.2,5,0.49,-0.57,9.49,-0.01,80,1127,39,18.38,26.1,78,0.39,79.85,193.86,0.07,8.57,4.7,18.53
01-may-2015 11:57:15.307,19.10587161,44.37282167,211,177.7,12,43.2,5,0.4,-0.48,9.47,-0.01,80,1125,41,18.69,26.39,79,0.39,79.85,193.89,0.07,8.44,4.42,18.53
01-may-2015 11:57:16.327,19.10588414,44.37272145,211,177.5,12,43.2,6,0.45,-0.26,9.7,0.01,80,1120,41,19,26.67,80,0.4,79.85,193.91,0.07,8.46,9.6,18.53
01-may-2015 11:57:17.320,19.10588489,44.37262166,211,176.9,12,43.2,6,0.55,-0.17,9.81,0.02,81,1120,40,19.28,26.92,81,0.41,79.84,193.91,0.07,8.48,10.09,18.53
01-may-2015 11:57:18.367,19.10589693,44.37251698,211,176.6,12,43.2,6,0.63,-0.14,10.07,0.05,81,1127,41,19.57,27.19,82,0.42,79.84,193.91,0.07,8.52,11.46,18.53
01-may-2015 11:57:19.338,19.10591201,44.37241241,212,176.4,12,43.2,6,0.56,0,9.63,0,81,1149,41,19.86,27.44,83,0.44,79.83,193.9,0.07,8.56,13.12,18.53
01-may-2015 11:57:20.305,19.10592237,44.37230162,212,176.5,12.5,45,6,0.64,-0.13,9.8,0.02,81,1164,42,20.14,27.7,84,0.45,79.83,193.9,0.07,8.56,13.12,18.53
01-may-2015 11:57:21.333,19.10593795,44.37220462,212,175.5,12.25,44.1,5,0.61,-0.16,9.83,0.02,81,1181,43,20.44,27.96,85,0.46,79.83,193.89,0.08,8.59,11.2,18.53
01-may-2015 11:57:22.308,19.10595344,44.37209603,213,175.6,12.5,45,5,0.77,-0.16,9.64,0.01,81,1188,43,20.72,28.22,86,0.47,79.83,193.89,0.08,8.62,10.84,18.53
01-may-2015 11:57:23.313,19.10596734,44.37197244,213,176.8,12.75,45.9,5,0.63,-0.21,9.46,-0.01,81,1185,43,21,28.47,87,0.49,79.82,193.89,0.08,8.65,10.7,18.53
01-may-2015 11:57:24.311,19.10596571,44.37185613,213,176.5,12.75,45.9,6,0.65,-0.2,9.38,-0.02,81,1184,43,21.27,28.72,88,0.5,79.82,193.89,0.08,8.65,9.26,18.52
01-may-2015 11:57:25.311,19.10597809,44.37175578,212,176.3,12.5,45,6,0.77,-0.21,9.48,-0.01,81,1169,42,21.52,28.93,89,0.51,79.81,193.89,0.08,8.65,8.15,18.52
01-may-2015 11:57:26.305,19.10599139,44.37163521,212,175.4,12.5,45,6,0.77,-0.25,9.55,0,81,1170,42,21.77,29.15,90,0.53,79.81,193.89,0.09,8.66,10.09,18.52
01-may-2015 11:57:27.351,19.10600499,44.37152927,213,175.7,12.25,44.1,6,0.55,-0.32,9.56,0,81,1160,42,21.77,29.15,91,0.53,79.81,193.89,0.09,8.65,7.73,18.52
01-may-2015 11:57:28.323,19.10601292,44.37141747,213,175.9,12.5,45,5,0.46,-0.43,9.46,-0.02,81,1156,42,22.01,29.35,92,0.54,79.81,193.9,0.09,8.53,4.35,18.52
01-may-2015 11:57:29.314,19.10601796,44.37131713,213,175.7,12.25,44.1,6,0.38,-0.49,9.85,0.03,81,1144,42,22.25,29.55,93,0.55,79.8,193.93,0.09,8.46,5.12,18.52
01-may-2015 11:57:30.336,19.10602193,44.37120942,213,175.4,12.25,44.1,6,0.36,-0.81,9.27,-0.03,81,1144,41,22.47,29.72,94,0.56,79.8,193.95,0.09,8.37,4.9,18.51
01-may-2015 11:57:31.341,19.10604194,44.37108594,212,174.9,12.25,44.1,5,0.66,-1.12,9.49,0,81,1109,41,22.68,29.89,95,0.58,79.8,193.95,0.09,8.43,0,18.51
01-may-2015 11:57:32.308,19.1060575,44.37097556,213,173.9,12,43.2,5,0.74,-0.91,9.36,-0.02,81,1071,39,22.86,30.03,96,0.59,79.8,193.95,0.09,8.49,0,18.51
01-may-2015 11:57:33.353,19.10607279,44.37087093,213,173.6,11.25,40.5,4,0.66,-1.27,9.22,-0.03,82,907,37,23.02,30.13,97,0.6,79.8,193.98,0.09,8.54,1.47,18.51
01-may-2015 11:57:34.314,19.10609653,44.37077412,213,173.3,10.75,38.7,4,0.85,-1.2,9.38,-0.01,82,1155,35,23.16,30.2,98,0.61,79.8,193.98,0.09,8.59,0,18.51
01-may-2015 11:57:35.329,19.10610764,44.37068331,213,173.2,10,36,5,0.67,-0.77,9.3,-0.03,82,1310,33,23.26,30.24,99,0.62,79.8,193.98,0.09,8.65,1.94,18.51
01-may-2015 11:57:36.303,19.10612264,44.37059078,210,173.9,9.75,35.1,5,0.58,-0.44,9.48,-0.01,82,1283,32,23.36,30.27,100,0.63,79.8,193.98,0.09,8.65,1.94,18.51
01-may-2015 11:57:37.305,19.1061329,44.37050265,210,175.1,9.75,35.1,5,0.57,-0.49,9.57,0,82,1314,33,23.46,30.31,101,0.64,79.8,193.98,0.09,8.56,4.7,18.51
01-may-2015 11:57:38.331,19.10614588,44.37041552,210,174.4,9.75,35.1,5,0.68,-0.5,9.63,0,82,1354,34,23.57,30.36,102,0.65,79.8,194,0.09,8.47,4.71,18.51
01-may-2015 11:57:39.315,19.10616434,44.37032041,210,174.4,10,36,6,0.4,-0.74,9.41,-0.02,82,1385,35,23.69,30.42,103,0.66,79.79,194.03,0.09,8.36,3.95,18.5
01-may-2015 11:57:40.318,19.10618063,44.37021786,209,174.9,10.25,36.9,6,0.34,-0.88,9.65,0.01,82,1394,35,23.81,30.48,104,0.67,79.79,194.06,0.09,8.41,2.6,18.5
01-may-2015 11:57:41.332,19.10619911,44.37013396,210,173.8,10.25,36.9,6,0.1,-0.75,9.39,-0.02,82,1393,35,23.93,30.54,105,0.68,79.79,194.06,0.09,8.46,2.54,18.5
01-may-2015 11:57:42.313,19.10621591,44.37002937,209,171.3,10.5,37.8,6,0.15,-0.8,9.91,0.03,82,1386,35,24.04,30.6,106,0.69,79.79,194.06,0.09,8.51,2.7,18.5
01-may-2015 11:57:43.309,19.10624367,44.36995254,210,169.6,10.25,36.9,7,-0.16,-0.75,9.71,0.01,82,1395,35,24.04,30.6,107,0.69,79.79,194.06,0.09,8.56,2.6,18.5
01-may-2015 11:57:44.375,19.10625956,44.36986892,210,170.4,10,36,8,-0.06,-0.87,9.61,0,82,1402,35,24.15,30.65,108,0.7,79.79,194.06,0.1,8.4,3.22,18.5
01-may-2015 11:57:45.308,19.10628278,44.36977453,209,170.5,10.25,36.9,11,-0.08,-0.7,9.74,0.01,82,1402,35,24.26,30.71,109,0.71,79.79,194.06,0.1,8.4,3.22,18.5
01-may-2015 11:57:46.376,19.10636608,44.36971093,209,159.6,9.75,35.1,14,-0.17,-0.8,9.39,-0.02,82,1422,35,24.37,30.76,110,0.72,79.79,194.14,0.1,8.12,2.95,18.49
